(All),id_produit,catégorie,prix,weight_g,length_cm,height_cm,width_cm,(All),mois,trimestre,annee,moyenne chiffre d'affaire,chiffre d'affaire,nombre de ventes,
,,,,,,,,,,,2019,2 682,2 682,1,
,,,,,,,,,7,3,2017,"1 229,25",9 834,8,
,,,,,,,,,,,2018,"1 462,909",16 092,11,
,,,,,,,,,,,2019,"1 277,143",8 940,7,
,,,,,,,,,8,3,2017,"794,667",7 152,9,
,,,,,,,,,,,2018,"794,667",4 768,6,
,,,,,,,,,,,2019,"1 523,111",13 708,9,
,,,,,,,,,9,3,2017,"1 862,5",7 450,4,
,,,,,,,,,,,2018,"1 117,5",8 940,8,
,,,,,,,,,,,2019,"1 745,429",12 218,7,
,,,,,,,,,,4,2017,1 192,7 152,6,
,,,,,,,,,,,2018,1 937,3 874,2,
,,,,,,,,,,,2019,"1 728,4",8 642,5,
,,,,,,,,,10,4,2017,"1 609,2",8 046,5,
,,,,,,,,,,,2018,"1 544,182",16 986,11,
,,,,,,,,,,,2019,"1 142,333",6 854,6,
,,,,,,,,,11,4,2017,"1 146,154",14 900,13,
,,,,,,,,,,,2018,1 639,19 668,12,
,,,,,,,,,,,2019,1 192,13 112,11,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"1 713,5",13 708,8,
,,,,,,,,,,,2018,"1 251,6",12 516,10,
,,,,,,,,,,,2019,2 384,2 384,1,
,62,fashion_childrens_clothes,327,300,30,20,20,All Dates,1,1,2018,"1 553,25",24 852,16,
,,,,,,,,,,,2019,"1 588,286",22 236,14,
,,,,,,,,,2,1,2018,"1 373,4",6 867,5,
,,,,,,,,,,,2019,1 635,9 810,6,
,,,,,,,,,3,1,2018,2 289,16 023,7,
,,,,,,,,,,,2019,"1 340,7",13 407,10,
,,,,,,,,,,2,2018,654,654,1,
,,,,,,,,,,,2019,2 616,5 232,2,
,,,,,,,,,4,2,2018,"1 512,375",12 099,8,
,,,,,,,,,,,2019,"817,5",3 270,4,
,,,,,,,,,5,2,2017,"1 348,875",10 791,8,
,,,,,,,,,,,2018,"1 383,461",17 985,13,
,,,,,,,,,,,2019,"1 880,25",15 042,8,




,,,,,,,,,6,2,2017,"1 448,143",10 137,7,
,,,,,,,,,,,2018,"1 831,2",9 156,5,
,,,,,,,,,,,2019,"2 125,5",8 502,4,
,,,,,,,,,,3,2017,2 289,2 289,1,
,,,,,,,,,,,2018,2 616,5 232,2,
,,,,,,,,,,,2019,2 507,7 521,3,
,,,,,,,,,7,3,2017,"1 553,25",6 213,4,
,,,,,,,,,,,2018,"1 408,615",18 312,13,
,,,,,,,,,,,2019,"1 816,667",16 350,9,
,,,,,,,,,8,3,2017,"2 027,4",10 137,5,
,,,,,,,,,,,2018,"1 891,929",26 487,14,
,,,,,,,,,,,2019,"1 760,769",22 890,13,
,,,,,,,,,9,3,2017,"1 242,6",6 213,5,
,,,,,,,,,,,2018,"1 816,667",16 350,9,
,,,,,,,,,,,2019,1 635,9 810,6,
,,,,,,,,,,4,2017,"850,2",4 251,5,
,,,,,,,,,,,2018,"1 798,5",3 597,2,
,,,,,,,,,,,2019,654,654,1,
,,,,,,,,,10,4,2017,"1 553,25",18 639,12,
,,,,,,,,,,,2018,"1 707,667",15 369,9,
,,,,,,,,,,,2019,2 289,16 023,7,
,,,,,,,,,11,4,2017,"1 694,455",18 639,11,
,,,,,,,,,,,2018,1 308,10 464,8,
,,,,,,,,,,,2019,"1 660,154",21 582,13,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"1 775,143",12 426,7,
,,,,,,,,,,,2018,1 853,5 559,3,
,,,,,,,,,,,2019,981,981,1,
,63,dvds_blu_ray,593,200,20,2,14,All Dates,1,1,2018,3 558,46 254,13,
,,,,,,,,,,,2019,"3 202,2",16 011,5,
,,,,,,,,,2,1,2018,"3 014,417",36 173,12,
,,,,,,,,,,,2019,"3 126,727",34 394,11,
,,,,,,,,,3,1,2018,"2 668,5",16 011,6,
,,,,,,,,,,,2019,"3 261,5",52 184,16,
,,,,,,,,,,2,2018,,,,
,,,,,,,,,,,2019,"2 075,5",8 302,4,
,,,,,,,,,4,2,2018,"3 261,5",26 092,8,
,,,,,,,,,,,2019,"3 063,833",18 383,6,
,,,,,,,,,5,2,2017,"2 873,769",37 359,13,
,,,,,,,,,,,2018,2 965,23 720,8,
,,,,,,,,,,,2019,"2 329,643",32 615,14,
,,,,,,,,,6,2,2017,"3 193,077",41 510,13,
,,,,,,,,,,,2018,"3 623,889",32 615,9,
,,,,,,,,,,,2019,"3 134,429",21 941,7,
,,,,,,,,,,3,2017,,,,
,,,,,,,,,,,2018,"889,5",1 779,2,
,,,,,,,,,,,2019,3 558,10 674,3,
,,,,,,,,,7,3,2017,"2 437,889",21 941,9,
,,,,,,,,,,,2018,"3 360,333",40 324,12,
,,,,,,,,,,,2019,"3 483,875",27 871,8,
,,,,,,,,,8,3,2017,"3 981,571",27 871,7,
,,,,,,,,,,,2018,"3 740,461",48 626,13,
,,,,,,,,,,,2019,"3 202,2",32 022,10,
,,,,,,,,,9,3,2017,"2 866,167",17 197,6,
,,,,,,,,,,,2018,"2 541,429",17 790,7,
,,,,,,,,,,,2019,"3 360,333",30 243,9,
,,,,,,,,,,4,2017,"2 253,4",11 267,5,
,,,,,,,,,,,2018,2 372,7 116,3,
,,,,,,,,,,,2019,"3 083,6",15 418,5,
,,,,,,,,,10,4,2017,"3 649,231",47 440,13,
,,,,,,,,,,,2018,"2 727,8",40 917,15,
,,,,,,,,,,,2019,"2 456,714",17 197,7,
,,,,,,,,,11,4,2017,"3 854,5",23 127,6,
,,,,,,,,,,,2018,"3 063,833",18 383,6,
,,,,,,,,,,,2019,"3 755,667",22 534,6,
,,,,,,,,,12,1,2017,3 558,3 558,1,
,,,,,,,,,,,2018,1 186,1 186,1,
,,,,,,,,,,4,2017,"3 010,615",39 138,13,
,,,,,,,,,,,2018,"3 010,615",39 138,13,
,,,,,,,,,,,2019,"2 668,5",5 337,2,
,64,arts_and_craftmanship,746,6850,105,5,65,All Dates,1,1,2018,2 984,23 872,8,
,,,,,,,,,,,2019,"3 792,167",45 506,12,
,,,,,,,,,2,1,2018,"3 077,25",24 618,8,
,,,,,,,,,,,2019,"4 382,75",35 062,8,
,,,,,,,,,3,1,2018,"3 895,778",35 062,9,
,,,,,,,,,,,2019,"3 854,333",46 252,12,
,,,,,,,,,,2,2018,746,746,1,
,,,,,,,,,,,2019,"4 289,5",17 158,4,
,,,,,,,,,4,2,2018,"4 533,385",58 934,13,
,,,,,,,,,,,2019,"3 282,4",32 824,10,
,,,,,,,,,5,2,2017,"3 250,429",45 506,14,
,,,,,,,,,,,2018,"3 410,286",23 872,7,
,,,,,,,,,,,2019,"4 326,8",43 268,10,
,,,,,,,,,6,2,2017,"2 664,286",18 650,7,
,,,,,,,,,,,2018,"2 770,857",19 396,7,
,,,,,,,,,,,2019,"3 303,714",46 252,14,
,,,,,,,,,,3,2017,3 357,6 714,2,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,,2019,5 595,22 380,4,
,,,,,,,,,7,3,2017,"3 771,444",67 886,18,
,,,,,,,,,,,2018,"3 916,5",31 332,8,




,,,,,,,,,,,2019,"4 016,923",52 220,13,
,,,,,,,,,8,3,2017,"4 973,333",29 840,6,
,,,,,,,,,,,2018,"4 401,4",44 014,10,
,,,,,,,,,,,2019,"3 580,8",35 808,10,
,,,,,,,,,9,3,2017,5 968,11 936,2,
,,,,,,,,,,,2018,"3 232,667",9 698,3,
,,,,,,,,,,,2019,"3 865,636",42 522,11,
,,,,,,,,,,4,2017,5 968,11 936,2,
,,,,,,,,,,,2018,5 968,11 936,2,
,,,,,,,,,,,2019,"3 232,667",9 698,3,
,,,,,,,,,10,4,2017,"2 486,667",29 840,12,
,,,,,,,,,,,2018,"2 557,714",17 904,7,
,,,,,,,,,,,2019,"3 564,222",32 078,9,
,,,,,,,,,11,4,2017,"3 458,727",38 046,11,
,,,,,,,,,,,2018,"3 526,546",38 792,11,
,,,,,,,,,,,2019,4 103,32 824,8,
,,,,,,,,,12,1,2017,6 714,6 714,1,
,,,,,,,,,,,2018,5 968,5 968,1,
,,,,,,,,,,4,2017,"3 836,571",26 856,7,
,,,,,,,,,,,2018,"2 811,846",36 554,13,
,,,,,,,,,,,2019,5 968,5 968,1,
,65,furniture_bedroom,750,16300,65,35,35,All Dates,1,1,2018,2 375,14 250,6,
,,,,,,,,,,,2019,"4 096,154",53 250,13,
,,,,,,,,,2,1,2018,3 625,21 750,6,
,,,,,,,,,,,2019,"3 093,75",24 750,8,
,,,,,,,,,3,1,2018,"4 833,333",43 500,9,
,,,,,,,,,,,2019,"3 964,286",55 500,14,
,,,,,,,,,,2,2018,4 200,21 000,5,
,,,,,,,,,,,2019,4 500,4 500,1,
,,,,,,,,,4,2,2018,"4 312,5",34 500,8,
,,,,,,,,,,,2019,"3 656,25",29 250,8,
,,,,,,,,,5,2,2017,"3 321,429",23 250,7,
,,,,,,,,,,,2018,"2 203,125",35 250,16,
,,,,,,,,,,,2019,3 000,42 000,14,
,,,,,,,,,6,2,2017,"4 392,857",30 750,7,
,,,,,,,,,,,2018,3 750,15 000,4,
,,,,,,,,,,,2019,"4 583,333",41 250,9,
,,,,,,,,,,3,2017,4 875,19 500,4,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,,2019,3 750,3 750,1,
,,,,,,,,,7,3,2017,3 375,33 750,10,
,,,,,,,,,,,2018,"3 166,667",57 000,18,
,,,,,,,,,,,2019,3 250,39 000,12,
,,,,,,,,,8,3,2017,"4 096,154",53 250,13,
,,,,,,,,,,,2018,"4 968,75",39 750,8,
,,,,,,,,,,,2019,4 250,38 250,9,
,,,,,,,,,9,3,2017,4 500,36 000,8,
,,,,,,,,,,,2018,"3 833,333",34 500,9,
,,,,,,,,,,,2019,3 750,22 500,6,
,,,,,,,,,,4,2017,3 000,3 000,1,
,,,,,,,,,,,2018,2 625,10 500,4,
,,,,,,,,,,,2019,750,750,1,
,,,,,,,,,10,4,2017,3 975,39 750,10,
,,,,,,,,,,,2018,4 500,13 500,3,
,,,,,,,,,,,2019,"2 892,857",20 250,7,
,,,,,,,,,11,4,2017,5 250,10 500,2,
,,,,,,,,,,,2018,"4 772,727",52 500,11,
,,,,,,,,,,,2019,"3 321,429",23 250,7,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,3 975,39 750,10,
,,,,,,,,,,,2018,"4 295,454",47 250,11,
,,,,,,,,,,,2019,6 000,6 000,1,
,66,cine_photo,2069,150,16,8,11,All Dates,1,1,2018,10 345,103 450,10,
,,,,,,,,,,,2019,"9 931,2",99 312,10,
,,,,,,,,,2,1,2018,"9 885,222",88 967,9,
,,,,,,,,,,,2019,"11 172,6",55 863,5,
,,,,,,,,,3,1,2018,"12 709,571",88 967,7,
,,,,,,,,,,,2019,"12 672,625",101 381,8,
,,,,,,,,,,2,2018,"6 896,667",20 690,3,
,,,,,,,,,,,2019,"9 310,5",18 621,2,
,,,,,,,,,4,2,2018,"9 827,75",117 933,12,
,,,,,,,,,,,2019,"6 620,8",33 104,5,
,,,,,,,,,5,2,2017,8 276,33 104,4,
,,,,,,,,,,,2018,"11 724,333",140 692,12,
,,,,,,,,,,,2019,"8 571,571",60 001,7,
,,,,,,,,,6,2,2017,"10 156,909",111 726,11,
,,,,,,,,,,,2018,"7 034,6",35 173,5,
,,,,,,,,,,,2019,"8 735,778",78 622,9,
,,,,,,,,,,3,2017,4 138,12 414,3,
,,,,,,,,,,,2018,6 207,12 414,2,
,,,,,,,,,,,2019,"7 758,75",31 035,4,
,,,,,,,,,7,3,2017,"12 732,308",165 520,13,
,,,,,,,,,,,2018,10 345,51 725,5,
,,,,,,,,,,,2019,"9 425,444",84 829,9,
,,,,,,,,,8,3,2017,"13 448,5",80 691,6,
,,,,,,,,,,,2018,"11 196,941",190 348,17,
,,,,,,,,,,,2019,"6 896,667",41 380,6,
,,,,,,,,,9,3,2017,14 483,43 449,3,
,,,,,,,,,,,2018,8 276,57 932,7,
,,,,,,,,,,,2019,8 276,57 932,7,
,,,,,,,,,,4,2017,"11 379,5",45 518,4,




,,,,,,,,,,,2018,4 138,4 138,1,
,,,,,,,,,,,2019,"13 448,5",53 794,4,
,,,,,,,,,10,4,2017,"9 162,714",128 278,14,
,,,,,,,,,,,2018,"11 034,667",99 312,9,
,,,,,,,,,,,2019,"11 034,667",132 416,12,
,,,,,,,,,11,4,2017,"9 753,857",68 277,7,
,,,,,,,,,,,2018,10 345,103 450,10,
,,,,,,,,,,,2019,10 345,51 725,5,
,,,,,,,,,12,1,2017,12 414,24 828,2,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"9 310,5",93 105,10,
,,,,,,,,,,,2018,"9 014,929",126 209,14,
,,,,,,,,,,,2019,10 345,10 345,1,
,67,diapers_and_hygiene,1151,700,35,7,29,All Dates,1,1,2018,"5 426,143",37 983,7,
,,,,,,,,,,,2019,"8 248,833",98 986,12,
,,,,,,,,,2,1,2018,"5 323,375",42 587,8,
,,,,,,,,,,,2019,"5 870,1",58 701,10,
,,,,,,,,,3,1,2018,"6 382,818",70 211,11,
,,,,,,,,,,,2019,"5 524,8",27 624,5,
,,,,,,,,,,2,2018,4 604,4 604,1,
,,,,,,,,,,,2019,1 151,2 302,2,
,,,,,,,,,4,2,2018,"5 691,056",102 439,18,
,,,,,,,,,,,2019,"5 064,4",25 322,5,
,,,,,,,,,5,2,2017,"6 001,643",84 023,14,
,,,,,,,,,,,2018,"5 426,143",37 983,7,
,,,,,,,,,,,2019,5 755,28 775,5,
,,,,,,,,,6,2,2017,"6 266,556",56 399,9,
,,,,,,,,,,,2018,"4 768,429",33 379,7,
,,,,,,,,,,,2019,"5 097,286",35 681,7,
,,,,,,,,,,3,2017,5 755,11 510,2,
,,,,,,,,,,,2018,"7 481,5",44 889,6,
,,,,,,,,,,,2019,"6 522,333",19 567,3,
,,,,,,,,,7,3,2017,"7 193,75",57 550,8,
,,,,,,,,,,,2018,5 755,69 060,12,
,,,,,,,,,,,2019,"7 193,75",57 550,8,
,,,,,,,,,8,3,2017,"3 946,286",27 624,7,
,,,,,,,,,,,2018,"5 243,444",47 191,9,
,,,,,,,,,,,2019,"5 441,091",59 852,11,
,,,,,,,,,9,3,2017,"7 481,5",14 963,2,
,,,,,,,,,,,2018,"4 795,833",57 550,12,
,,,,,,,,,,,2019,"5 882,889",52 946,9,
,,,,,,,,,,4,2017,"7 097,833",42 587,6,
,,,,,,,,,,,2018,"6 522,333",39 134,6,
,,,,,,,,,,,2019,4 604,4 604,1,
,,,,,,,,,10,4,2017,"6 068,909",66 758,11,
,,,,,,,,,,,2018,"5 601,533",84 023,15,
,,,,,,,,,,,2019,4 604,32 228,7,
,,,,,,,,,11,4,2017,"6 278,182",69 060,11,
,,,,,,,,,,,2018,"5 371,333",48 342,9,
,,,,,,,,,,,2019,"7 366,4",73 664,10,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"5 601,533",84 023,15,
,,,,,,,,,,,2018,"4 532,062",72 513,16,
,,,,,,,,,,,2019,2 302,2 302,1,
,68,flowers,130,450,30,15,20,All Dates,1,1,2018,"812,5",3 250,4,
,,,,,,,,,,,2019,585,4 680,8,
,,,,,,,,,2,1,2018,"621,111",5 590,9,
,,,,,,,,,,,2019,910,2 730,3,
,,,,,,,,,3,1,2018,"529,286",7 410,14,
,,,,,,,,,,,2019,600,7 800,13,
,,,,,,,,,,2,2018,910,910,1,
,,,,,,,,,,,2019,325,650,2,
,,,,,,,,,4,2,2018,"465,833",5 590,12,
,,,,,,,,,,,2019,845,8 450,10,
,,,,,,,,,5,2,2017,"621,111",11 180,18,
,,,,,,,,,,,2018,"794,444",7 150,9,
,,,,,,,,,,,2019,"538,571",7 540,14,
,,,,,,,,,6,2,2017,"352,857",2 470,7,
,,,,,,,,,,,2018,"552,5",2 210,4,
,,,,,,,,,,,2019,"628,333",3 770,6,
,,,,,,,,,,3,2017,1 105,2 210,2,
,,,,,,,,,,,2018,520,1 040,2,
,,,,,,,,,,,2019,"606,667",1 820,3,
,,,,,,,,,7,3,2017,"765,556",6 890,9,
,,,,,,,,,,,2018,"631,429",4 420,7,
,,,,,,,,,,,2019,"552,5",6 630,12,
,,,,,,,,,8,3,2017,858,4 290,5,
,,,,,,,,,,,2018,"595,833",7 150,12,
,,,,,,,,,,,2019,"534,444",4 810,9,
,,,,,,,,,9,3,2017,"742,857",5 200,7,
,,,,,,,,,,,2018,650,4 550,7,
,,,,,,,,,,,2019,962,4 810,5,
,,,,,,,,,,4,2017,910,910,1,
,,,,,,,,,,,2018,390,780,2,
,,,,,,,,,,,2019,442,2 210,5,
,,,,,,,,,10,4,2017,"505,556",4 550,9,
,,,,,,,,,,,2018,676,6 760,10,
,,,,,,,,,,,2019,"541,667",3 250,6,
,,,,,,,,,11,4,2017,780,5 460,7,
,,,,,,,,,,,2018,690,8 970,13,
,,,,,,,,,,,2019,520,2 600,5,




,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,390,390,1,
,,,,,,,,,,4,2017,720,9 360,13,
,,,,,,,,,,,2018,"443,529",7 540,17,
,,,,,,,,,,,2019,"693,333",2 080,3,
,69,home_comfort_2,191,663,20,20,20,All Dates,1,1,2018,"1 013,769",13 179,13,
,,,,,,,,,,,2019,"835,625",6 685,8,
,,,,,,,,,2,1,2018,"835,625",6 685,8,
,,,,,,,,,,,2019,"744,9",7 449,10,
,,,,,,,,,3,1,2018,"1 018,667",9 168,9,
,,,,,,,,,,,2019,"1 026,625",8 213,8,
,,,,,,,,,,2,2018,955,955,1,
,,,,,,,,,,,2019,764,764,1,
,,,,,,,,,4,2,2018,"972,364",10 696,11,
,,,,,,,,,,,2019,"933,778",8 404,9,
,,,,,,,,,5,2,2017,"1 069,6",10 696,10,
,,,,,,,,,,,2018,"843,583",10 123,12,
,,,,,,,,,,,2019,"1 250,182",13 752,11,
,,,,,,,,,6,2,2017,"900,429",6 303,7,
,,,,,,,,,,,2018,"1 074,375",8 595,8,
,,,,,,,,,,,2019,"1 173,286",8 213,7,
,,,,,,,,,,3,2017,382,382,1,
,,,,,,,,,,,2018,"859,5",1 719,2,
,,,,,,,,,,,2019,764,1 528,2,
,,,,,,,,,7,3,2017,"1 169,875",9 359,8,
,,,,,,,,,,,2018,"937,636",10 314,11,
,,,,,,,,,,,2019,"859,5",10 314,12,
,,,,,,,,,8,3,2017,"1 050,5",12 606,12,
,,,,,,,,,,,2018,"868,182",9 550,11,
,,,,,,,,,,,2019,"1 122,125",17 954,16,
,,,,,,,,,9,3,2017,"935,9",9 359,10,
,,,,,,,,,,,2018,"1 188,444",10 696,9,
,,,,,,,,,,,2019,"982,286",6 876,7,
,,,,,,,,,,4,2017,764,1 528,2,
,,,,,,,,,,,2018,382,382,1,
,,,,,,,,,,,2019,1 337,2 674,2,
,,,,,,,,,10,4,2017,"588,917",7 067,12,
,,,,,,,,,,,2018,"799,812",12 797,16,
,,,,,,,,,,,2019,"925,615",12 033,13,
,,,,,,,,,11,4,2017,"1 041,818",11 460,11,
,,,,,,,,,,,2018,"1 198,091",13 179,11,
,,,,,,,,,,,2019,"725,8",7 258,10,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,573,573,1,
,,,,,,,,,,4,2017,"1 255,143",8 786,7,
,,,,,,,,,,,2018,"1 036,857",7 258,7,
,,,,,,,,,,,2019,573,573,1,
,70,security_and_services,461,400,26,22,11,All Dates,1,1,2018,"2 132,125",34 114,16,
,,,,,,,,,,,2019,"2 443,3",24 433,10,
,,,,,,,,,2,1,2018,"2 202,556",19 823,9,
,,,,,,,,,,,2019,"2 581,6",38 724,15,
,,,,,,,,,3,1,2018,"2 132,125",17 057,8,
,,,,,,,,,,,2019,"1 786,375",14 291,8,
,,,,,,,,,,2,2018,"2 919,667",8 759,3,
,,,,,,,,,,,2019,2 766,11 064,4,
,,,,,,,,,4,2,2018,1 844,20 284,11,
,,,,,,,,,,,2019,"2 258,9",22 589,10,
,,,,,,,,,5,2,2017,"1 786,375",14 291,8,
,,,,,,,,,,,2018,"2 477,875",19 823,8,
,,,,,,,,,,,2019,"2 458,667",14 752,6,
,,,,,,,,,6,2,2017,"2 258,9",22 589,10,
,,,,,,,,,,,2018,"2 343,417",28 121,12,
,,,,,,,,,,,2019,"2 388,818",26 277,11,
,,,,,,,,,,3,2017,"2 650,75",10 603,4,
,,,,,,,,,,,2018,"3 457,5",6 915,2,
,,,,,,,,,,,2019,1 383,1 383,1,
,,,,,,,,,7,3,2017,"2 074,5",12 447,6,
,,,,,,,,,,,2018,"2 221,182",24 433,11,
,,,,,,,,,,,2019,"2 904,3",29 043,10,
,,,,,,,,,8,3,2017,"2 458,667",29 504,12,
,,,,,,,,,,,2018,"2 724,091",29 965,11,
,,,,,,,,,,,2019,"2 362,625",18 901,8,
,,,,,,,,,9,3,2017,"2 243,533",33 653,15,
,,,,,,,,,,,2018,"2 509,889",22 589,9,
,,,,,,,,,,,2019,"2 253,778",20 284,9,
,,,,,,,,,,4,2017,"1 536,667",4 610,3,
,,,,,,,,,,,2018,"2 420,25",9 681,4,
,,,,,,,,,,,2019,"2 996,5",5 993,2,
,,,,,,,,,10,4,2017,"2 381,833",28 582,12,
,,,,,,,,,,,2018,1 844,16 596,9,
,,,,,,,,,,,2019,"1 997,667",17 979,9,
,,,,,,,,,11,4,2017,1 383,16 596,12,
,,,,,,,,,,,2018,"2 612,333",23 511,9,
,,,,,,,,,,,2019,"2 397,2",23 972,10,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,,,,
,,,,,,,,,,4,2017,"2 535,5",20 284,8,
,,,,,,,,,,,2018,"2 228,167",13 369,6,
,,,,,,,,,,,2019,2 305,9 220,4,
,71,furniture_mattress_and_upholstery,2073,1850,41,21,21,All Dates,1,1,2018,"8 884,286",62 190,7,
,,,,,,,,,,,2019,"6 564,5",39 387,6,
,,,,,,,,,2,1,2018,"12 852,6",64 263,5,




,,,,,,,,,,,2019,"10 957,286",76 701,7,
,,,,,,,,,3,1,2018,"8 522,333",76 701,9,
,,,,,,,,,,,2019,8 292,58 044,7,
,,,,,,,,,,2,2018,8 983,26 949,3,
,,,,,,,,,,,2019,8 292,8 292,1,
,,,,,,,,,4,2,2018,"12 586,071",176 205,14,
,,,,,,,,,,,2019,"11 194,2",111 942,10,
,,,,,,,,,5,2,2017,"9 069,375",72 555,8,
,,,,,,,,,,,2018,"9 886,615",128 526,13,
,,,,,,,,,,,2019,"9 812,2",147 183,15,
,,,,,,,,,6,2,2017,"13 215,375",105 723,8,
,,,,,,,,,,,2018,"11 660,625",93 285,8,
,,,,,,,,,,,2019,11 056,33 168,3,
,,,,,,,,,,3,2017,12 438,12 438,1,
,,,,,,,,,,,2018,12 438,49 752,4,
,,,,,,,,,,,2019,"11 401,5",22 803,2,
,,,,,,,,,7,3,2017,11 747,105 723,9,
,,,,,,,,,,,2018,"11 142,375",89 139,8,
,,,,,,,,,,,2019,"10 883,25",87 066,8,
,,,,,,,,,8,3,2017,"10 986,9",109 869,10,
,,,,,,,,,,,2018,"11 401,5",182 424,16,
,,,,,,,,,,,2019,11 056,165 840,15,
,,,,,,,,,9,3,2017,"9 045,818",99 504,11,
,,,,,,,,,,,2018,8 292,91 212,11,
,,,,,,,,,,,2019,"9 611,182",105 723,11,
,,,,,,,,,,4,2017,4 837,14 511,3,
,,,,,,,,,,,2018,"9 846,75",39 387,4,
,,,,,,,,,,,2019,"11 919,75",47 679,4,
,,,,,,,,,10,4,2017,"10 608,882",180 351,17,
,,,,,,,,,,,2018,"11 516,667",103 650,9,
,,,,,,,,,,,2019,"10 883,25",87 066,8,
,,,,,,,,,11,4,2017,"8 480,454",93 285,11,
,,,,,,,,,,,2018,"9 045,818",99 504,11,
,,,,,,,,,,,2019,"9 069,375",72 555,8,
,,,,,,,,,12,1,2017,,,,
,,,,,,,,,,,2018,14 511,14 511,1,
,,,,,,,,,,4,2017,"10 986,9",109 869,10,
,,,,,,,,,,,2018,"11 684,182",128 526,11,
,,,,,,,,,,,2019,18 657,37 314,2,

